sample,date,variety,fruit.number,site,mass,tissue,swain.prop,log1.swain,total.fruit,fruit.nh,small,large,seed.number,seed.nh,seed.crush,presence,elevation,day,lat,long,BIO1,BIO12,BIO15
19-79E,7/21/19,floribundus,20-10,19-79,24.13,seed,4.35034476,1.677161,13,10,2,1,50,48,2,1,2068.1,202,38.1112333,-118.834037,67,263,42
19-79G,7/21/19,floribundus,20-50,19-79,24.46,seed,10.61783694,2.452541584,30,18,9,3,16,16,0,1,2068.1,202,38.1112333,-118.834039,67,263,42
19-80A,7/21/19,ineptus,19,19-80,21.72,seed,0,0,21,21,0,0,50,48,2,0,2076.3,202,37.6801667,-118.742583,70,327,54
19-80B,7/21/19,ineptus,20-50,19-80,23,seed,0,0,30,28,0,2,50,50,0,0,2076.3,202,37.6801667,-118.742584,70,327,54
19-80C,7/21/19,ineptus,20-50,19-80,24.8,seed,0,0,30,30,0,0,50,50,0,0,2076.3,202,37.6801667,-118.742585,70,327,54
19-80D,7/21/19,ineptus,20-50,19-80,33.43,seed,0,0,30,28,1,1,50,50,0,0,2076.3,202,37.6801667,-118.742586,70,327,54
19-80E,7/21/19,ineptus,21,19-80,25.55,seed,0,0,26,26,0,0,50,46,4,0,2076.3,202,37.6801667,-118.742587,70,327,54
19-80F,7/21/19,ineptus,17,19-80,22.27,seed,0,0,17,17,0,0,42,42,0,0,2076.3,202,37.6801667,-118.742588,70,327,54
19-81A,7/22/19,floribundus,20-50,19-81,26.78,seed,0,0,30,25,4,1,50,46,4,0,2100,203,37.6961,-118.815483,68,363,58
19-81C,7/22/19,floribundus,10,19-81,18.37,seed,0,0,11,11,0,0,50,50,0,0,2100,203,37.6961,-118.815485,68,363,58
19-81E,7/22/19,floribundus,20-50,19-81,24.49,seed,0,0,30,29,0,1,50,46,4,0,2100,203,37.6961,-118.815487,68,363,58
19-81F,7/22/19,floribundus,20-50,19-81,23.25,seed,0,0,30,28,0,2,50,50,0,0,2100,203,37.6961,-118.815488,68,363,58
19-81G,7/22/19,floribundus,20-50,19-81,24.33,seed,0,0,30,27,1,2,50,45,5,0,2100,203,37.6961,-118.815489,68,363,58
19-81H,7/22/19,floribundus,20-50,19-81,18.71,seed,0,0,30,28,2,0,50,0,0,0,2100,203,37.6961,-118.81549,68,363,58
19-81I,7/22/19,floribundus,20-50,19-81,28.82,seed,0,0,30,27,0,3,50,43,7,0,2100,203,37.6961,-118.815491,68,363,58
19-81J,7/22/19,floribundus,20-50,19-81,24.03,seed,0,0,30,21,7,2,50,18,32,0,2100,203,37.6961,-118.815492,68,363,58
19-82A,7/22/19,semotus,100+,19-82,36.52,seed,3.46184185,1.495561652,30,21,5,4,50,50,0,1,2091.3,203,37.7124333,-118.771817,68,335,55
19-82B,7/22/19,semotus,20-50,19-82,31.63,seed,3.71215964,1.550146325,30,23,3,4,50,50,0,1,2091.3,203,37.7124333,-118.771818,68,335,55
19-82C,7/22/19,semotus,50-100,19-82,21.67,seed,3.13583238,1.419688609,30,9,17,4,42,39,3,1,2091.3,203,37.7124333,-118.771819,68,335,55
19-82D,7/22/19,semotus,20-10,19-82,28.77,seed,1.50701378,0.919092316,30,25,2,3,50,49,1,1,2091.3,203,37.7124333,-118.77182,68,335,55
19-82E,7/22/19,semotus,20-50,19-82,25.28,seed,5.17501494,1.820511302,30,22,5,3,50,48,2,1,2091.3,203,37.7124333,-118.771821,68,335,55
19-82F,7/22/19,semotus,20-50,19-82,30.89,seed,0,0,30,26,0,4,50,50,0,0,2091.3,203,37.7124333,-118.771822,68,335,55
19-82G,7/22/19,semotus,20-50,19-82,33.65,seed,0,0,30,30,0,0,50,42,8,0,2091.3,203,37.7124333,-118.771823,68,335,55
19-82H,7/22/19,semotus,20-50,19-82,25.38,seed,3.21387946,1.43838371,30,25,4,1,50,50,0,1,2091.3,203,37.7124333,-118.771824,68,335,55
19-82I,7/22/19,semotus,20-50,19-82,29.99,seed,0,0,30,26,1,3,50,50,0,0,2091.3,203,37.7124333,-118.771825,68,335,55
19-82J,7/22/19,semotus,20-50,19-82,28.94,seed,1.35625264,0.857072493,30,25,3,2,50,50,0,1,2091.3,203,37.7124333,-118.771826,68,335,55
19-82K,7/22/19,semotus,20-10,19-82,37.77,seed,0,0,24,22,0,2,50,50,0,0,2091.3,203,37.7124333,-118.771827,68,335,55
19-82L,7/22/19,semotus,20-50,19-82,28.27,seed,1.8205695,1.036938815,30,23,3,4,50,50,0,1,2091.3,203,37.7124333,-118.771828,68,335,55
19-82M,7/22/19,semotus,20-10,19-82,25.76,seed,0,0,20,20,0,0,50,50,0,0,2091.3,203,37.7124333,-118.771829,68,335,55
19-82N,7/22/19,semotus,20-10,19-82,34.21,seed,0,0,29,29,0,0,50,50,0,0,2091.3,203,37.7124333,-118.77183,68,335,55
19-82O,7/22/19,semotus,20-10,19-82,28.19,seed,0,0,30,22,5,3,33,32,1,0,2091.3,203,37.7124333,-118.771831,68,335,55
19-83A,7/23/19,ineptus,20-50,19-83,24.68,seed,2.00667596,1.100835136,30,27,0,3,50,44,6,1,2097.9,204,37.2569,-118.157267,74,250,43
19-83B,7/23/19,ineptus,20-50,19-83,27.53,seed,0.143042,0.13369313,30,24,2,4,50,46,4,1,2097.9,204,37.2569,-118.157268,74,250,43
19-83C,7/23/19,ineptus,20-50,19-83,29.73,seed,0,0,30,27,1,2,50,46,4,0,2097.9,204,37.2569,-118.157269,74,250,43
19-83D,7/23/19,ineptus,20-50,19-83,21.44,seed,1.05148798,0.718565374,30,27,1,2,50,48,2,1,2097.9,204,37.2569,-118.15727,74,250,43
19-83E,7/23/19,ineptus,20-50,19-83,29.45,seed,0,0,30,26,1,3,50,50,0,0,2097.9,204,37.2569,-118.157271,74,250,43
19-83F,7/23/19,ineptus,20-50,19-83,25.55,seed,1.68781143,0.988727268,30,26,0,4,50,50,0,1,2097.9,204,37.2569,-118.157272,74,250,43
19-83G,7/23/19,ineptus,20-50,19-83,26.22,seed,1.25440036,0.812884022,30,30,0,0,50,50,0,1,2097.9,204,37.2569,-118.157273,74,250,43
19-83H,7/23/19,ineptus,20-10,19-83,21.86,seed,1.85340617,1.048513428,15,14,0,1,40,41,9,1,2097.9,204,37.2569,-118.157274,74,250,43
19-83I,7/23/19,ineptus,20-50,19-83,21.96,seed,0,0,30,26,1,3,50,43,7,0,2097.9,204,37.2569,-118.157275,74,250,43
19-83J,7/23/19,ineptus,20-50,19-83,33.07,seed,0.99942776,0.69286102,30,28,0,2,50,47,3,1,2097.9,204,37.2569,-118.157276,74,250,43
19-83K,7/23/19,ineptus,20-50,19-83,25.37,seed,0,0,30,23,2,5,50,0,0,0,2097.9,204,37.2569,-118.157277,74,250,43
19-83L,7/23/19,ineptus,20-50,19-83,21.82,seed,0,0,30,26,1,3,50,0,0,0,2097.9,204,37.2569,-118.157278,74,250,43
19-84A,7/23/19,ineptus,50-100,19-84,24.25,seed,1.87801999,1.057102554,30,20,6,4,50,44,6,1,2335.1,204,37.3105,-118.180467,60,277,42
19-84B,7/23/19,ineptus,20-50,19-84,22.6,seed,0.60700626,0.474372982,30,19,5,6,50,47,3,1,2335.1,204,37.3105,-118.180468,60,277,42
19-84C,7/23/19,ineptus,20-50,19-84,22.84,seed,1.63192313,0.967714807,30,21,5,4,50,45,5,1,2335.1,204,37.3105,-118.180469,60,277,42
19-84D,7/23/19,ineptus,20-50,19-84,19.31,seed,0.87579102,0.629030448,30,26,2,2,50,46,4,1,2335.1,204,37.3105,-118.18047,60,277,42
19-84E,7/23/19,ineptus,20-10,19-84,30.05,seed,1.25521959,0.813247347,26,23,2,1,50,43,7,1,2335.1,204,37.3105,-118.180471,60,277,42
19-84F,7/23/19,ineptus,20-50,19-84,21.51,seed,1.12416144,0.753377108,30,21,8,1,50,38,12,1,2335.1,204,37.3105,-118.180472,60,277,42
19-84G,7/23/19,ineptus,20-10,19-84,25.72,seed,0.99475526,0.690521366,28,21,6,1,50,38,12,1,2335.1,204,37.3105,-118.180473,60,277,42
19-84H,7/23/19,ineptus,20-50,19-84,26.91,seed,2.27575175,1.186547385,30,18,6,6,50,47,3,1,2335.1,204,37.3105,-118.180474,60,277,42
19-84I,7/23/19,ineptus,20-10,19-84,20.96,seed,2.27968812,1.187748333,30,27,2,1,50,50,0,1,2335.1,204,37.3105,-118.180475,60,277,42
19-84J,7/23/19,ineptus,20-50,19-84,28.69,seed,1.44558989,0.894286358,30,26,1,3,50,50,0,1,2335.1,204,37.3105,-118.180476,60,277,42
19-84K,7/23/19,ineptus,20-50,19-84,18.92,seed,1.17249632,0.775876884,30,20,6,4,50,26,24,1,2335.1,204,37.3105,-118.180477,60,277,42
19-84L,7/23/19,ineptus,20-10,19-84,32.57,seed,1.112313,0.747783556,30,22,3,5,50,50,0,1,2335.1,204,37.3105,-118.180478,60,277,42
19-86B,7/23/19,fremontii,20-10,19-86,28.67,seed,3.15036558,1.423196422,25,14,4,7,20,20,0,1,2283.5,204,37.13345,-118.05846,66,282,45
19-86D,7/23/19,fremontii,20-10,19-86,21.66,seed,2.15584775,1.14925716,28,14,8,6,46,43,3,1,2283.5,204,37.13345,-118.05848,66,282,45
19-86E,7/23/19,fremontii,20-10,19-86,23.94,seed,1.60482617,0.957365944,18,11,2,5,34,7,27,1,2283.5,204,37.13345,-118.05849,66,282,45
19-86G,7/23/19,fremontii,20-10,19-86,18.56,seed,4.05331715,1.620044889,19,5,3,11,50,40,10,1,2283.5,204,37.13345,-118.05851,66,282,45
19-86I,7/23/19,fremontii,20-10,19-86,16.41,seed,2.68601028,1.304544648,30,22,5,3,50,46,4,1,2283.5,204,37.13345,-118.05853,66,282,45
19-86J,7/23/19,fremontii,20-10,19-86,24.1,seed,0,0,24,5,7,12,50,44,6,0,2283.5,204,37.13345,-118.05854,66,282,45
19-86K,7/23/19,fremontii,20-50,19-86,33.59,seed,1.82362727,1.038022324,30,20,2,8,50,36,14,1,2283.5,204,37.13345,-118.05855,66,282,45
19-86M,7/23/19,fremontii,20-10,19-86,19.7,seed,2.438149,1.234933245,22,7,7,8,27,21,6,1,2283.5,204,37.13345,-118.05857,66,282,45
19-86O,7/23/19,fremontii,20-10,19-86,26.81,seed,0,0,30,8,6,16,50,43,7,0,2283.5,204,37.13345,-118.05859,66,282,45
19-87A,7/23/19,sierrae,0,19-87,27.67,seed,0,0,NA,NA,NA,NA,NA,NA,NA,0,2059,204,34.1575,-116.79611,68,702,70
19-87B,7/23/19,sierrae,0,19-87,22.15,seed,0,0,NA,NA,NA,NA,NA,NA,NA,0,2059,204,34.1575,-116.79611,68,702,70
19-87C,7/23/19,sierrae,0,19-87,23.9,seed,0,0,NA,NA,NA,NA,NA,NA,NA,0,2059,204,34.1575,-116.79611,68,702,70
19-87D,7/23/19,sierrae,0,19-87,22.72,seed,0,0,NA,NA,NA,NA,NA,NA,NA,0,2059,204,34.1575,-116.79611,68,702,70
19-87E,7/23/19,sierrae,0,19-87,23.37,seed,0,0,NA,NA,NA,NA,NA,NA,NA,0,2059,204,34.1575,-116.79611,68,702,70
19-87F,7/23/19,sierrae,0,19-87,24.88,seed,0,0,NA,NA,NA,NA,NA,NA,NA,0,2059,204,34.1575,-116.79611,68,702,70
19-87G,7/23/19,sierrae,0,19-87,22.13,seed,0,0,NA,NA,NA,NA,NA,NA,NA,0,2059,204,34.1575,-116.79611,68,702,70
19-87H,7/23/19,sierrae,0,19-87,20.12,seed,0,0,NA,NA,NA,NA,NA,NA,NA,0,2059,204,34.1575,-116.79611,68,702,70
